chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
3	72855000	15	26875000	5	3.449299e-16	4.356425e-09	interaction_472183	interaction_1741
8	102935000	15	27065000	5	2.69958e-16	3.663129e-09	interaction_472307	interaction_1742
1	52775000	5	115895000	6	1.690015e-17	4.971802e-10	interaction_472690	interaction_1743
6	16075000	15	28305000	5	3.46365e-17	8.502187e-10	interaction_473088	interaction_1744
1	52835000	4	110635000	8	4.422197e-30	2.682358e-21	interaction_473092	interaction_1745
5	63195000	15	28445000	5	2.672343e-16	3.638292e-09	interaction_473131	interaction_1746
15	28475000	22	32155000	5	1.448009e-16	2.359042e-09	interaction_473138	interaction_1747
2	151595000	15	29915000	5	2.212288e-16	3.196003e-09	interaction_473613	interaction_1748
15	31165000	20	36215000	5	1.422938e-16	2.331064e-09	interaction_474059	interaction_1749
15	32325000	22	17515000	5	7.52418e-16	7.486678e-09	interaction_474679	interaction_1750
4	108205000	15	32955000	6	3.588887e-18	1.469311e-10	interaction_474777	interaction_1751
9	133955000	15	32985000	5	1.291201e-16	2.194314e-09	interaction_474810	interaction_1752
9	33225000	15	33605000	5	6.050811e-16	6.418243e-09	interaction_475327	interaction_1753
15	34455000	20	16735000	5	4.675944e-16	5.38219e-09	interaction_475996	interaction_1754
5	80255000	15	34465000	5	3.0358e-16	3.979175e-09	interaction_476004	interaction_1755
15	35055000	20	39035000	6	2.918977e-17	7.50486e-10	interaction_476326	interaction_1756
3	184375000	15	35435000	6	2.319214e-18	1.028015e-10	interaction_476649	interaction_1757
3	183925000	15	35585000	5	5.050032e-16	5.667036e-09	interaction_476765	interaction_1758
15	35655000	20	41605000	5	7.895365e-16	7.74732e-09	interaction_476835	interaction_1759
5	117645000	15	36875000	5	2.017778e-17	5.661456e-10	interaction_477864	interaction_1760
8	140385000	15	37585000	5	2.708369e-17	7.142638e-10	interaction_478416	interaction_1761
3	25525000	15	38095000	6	3.259613e-18	1.364806e-10	interaction_478844	interaction_1762
9	20995000	15	38095000	5	1.572597e-16	2.499837e-09	interaction_478848	interaction_1763
4	79425000	15	38195000	5	1.032629e-15	9.361508e-09	interaction_478935	interaction_1764
2	124555000	15	38355000	7	2.541325e-20	2.352857e-12	interaction_479002	interaction_1765
15	38395000	22	35665000	5	1.096018e-15	9.75771e-09	interaction_479038	interaction_1766
1	53915000	5	24345000	5	9.569338e-17	1.769979e-09	interaction_479636	interaction_1767
2	104045000	15	39155000	5	6.312701e-16	6.615361e-09	interaction_479664	interaction_1768
4	24725000	15	39255000	6	3.952095e-18	1.588386e-10	interaction_479727	interaction_1769
15	39565000	18	35585000	5	5.768107e-16	6.217078e-09	interaction_479927	interaction_1770
6	4525000	15	39775000	5	2.977306e-16	3.932695e-09	interaction_480068	interaction_1771
5	105615000	15	39805000	5	1.646049e-16	2.583635e-09	interaction_480090	interaction_1772
6	80515000	15	39945000	6	6.297449e-19	3.527419e-11	interaction_480178	interaction_1773
15	40435000	16	69485000	5	5.976719e-17	1.278551e-09	interaction_480478	interaction_1774
7	115825000	15	41755000	5	1.009857e-18	5.218999e-11	interaction_480969	interaction_1775
9	139375000	15	41825000	5	2.635535e-16	3.603076e-09	interaction_480997	interaction_1776
7	80165000	15	42165000	5	2.138205e-16	3.125216e-09	interaction_481179	interaction_1777
15	42225000	21	35115000	5	2.222437e-16	3.203636e-09	interaction_481217	interaction_1778
4	29875000	15	43205000	5	5.147107e-16	5.745118e-09	interaction_481791	interaction_1779
3	172535000	15	43275000	5	7.99489e-18	2.771106e-10	interaction_481852	interaction_1780
5	89215000	15	43725000	5	9.357496e-16	8.733994e-09	interaction_482070	interaction_1781
1	54395000	10	60895000	5	8.064507e-16	7.856905e-09	interaction_482146	interaction_1782
3	52025000	15	44275000	5	1.972242e-16	2.941396e-09	interaction_482319	interaction_1783
3	29775000	15	44565000	5	3.690935e-16	4.561627e-09	interaction_482541	interaction_1784
5	6005000	15	44595000	5	3.492811e-16	4.392127e-09	interaction_482569	interaction_1785
15	45375000	18	5495000	6	1.065346e-17	3.446421e-10	interaction_482960	interaction_1786
1	54545000	2	132465000	6	6.09897e-18	2.231404e-10	interaction_482979	interaction_1787
6	84725000	15	45715000	5	7.172662e-17	1.452782e-09	interaction_483172	interaction_1788
15	46185000	19	53505000	5	1.005922e-16	1.836518e-09	interaction_483459	interaction_1789
15	46425000	16	13365000	6	2.877736e-19	1.812308e-11	interaction_483629	interaction_1790
3	69355000	15	46895000	6	3.225897e-21	3.976227e-13	interaction_483968	interaction_1791
7	120725000	15	47035000	5	2.804365e-16	3.770156e-09	interaction_484076	interaction_1792
9	81975000	15	47075000	5	4.682195e-16	5.385352e-09	interaction_484125	interaction_1793
1	54775000	6	148985000	5	1.369376e-16	2.281424e-09	interaction_484563	interaction_1794
7	80965000	15	48895000	6	2.45722e-18	1.079843e-10	interaction_485470	interaction_1795
15	49145000	19	58185000	5	5.024856e-17	1.120664e-09	interaction_485682	interaction_1796
2	165095000	15	49865000	5	1.113259e-15	9.86358e-09	interaction_486174	interaction_1797
6	1775000	15	49975000	5	7.027368e-16	7.140295e-09	interaction_486272	interaction_1798
1	55145000	4	90815000	5	3.881045e-16	4.731886e-09	interaction_487156	interaction_1799
5	165805000	15	52705000	5	6.486596e-16	6.750025e-09	interaction_488048	interaction_1800
4	33575000	15	53065000	6	9.35043e-18	3.112247e-10	interaction_488251	interaction_1801
15	53825000	17	9735000	5	6.59325e-16	6.833245e-09	interaction_488830	interaction_1802
15	53905000	20	45185000	5	5.79349e-16	6.234233e-09	interaction_488885	interaction_1803
8	15425000	15	54515000	5	6.184208e-16	6.526318e-09	interaction_489314	interaction_1804
15	54845000	18	18885000	5	6.179795e-17	1.30772e-09	interaction_489507	interaction_1805
4	123345000	15	55095000	5	1.077621e-15	9.653579e-09	interaction_489677	interaction_1806
5	655000	15	55125000	6	8.316292e-17	1.60859e-09	interaction_489715	interaction_1807
8	100925000	15	55415000	5	7.456309e-17	1.489294e-09	interaction_489894	interaction_1808
7	25825000	15	55455000	5	3.509263e-16	4.405605e-09	interaction_489904	interaction_1809
1	55575000	14	69805000	5	6.269427e-16	6.586482e-09	interaction_490046	interaction_1810
5	178675000	15	55875000	5	1.143201e-16	2.013775e-09	interaction_490148	interaction_1811
5	172185000	15	56135000	5	9.468465e-16	8.789885e-09	interaction_490328	interaction_1812
1	55665000	2	226325000	5	2.823577e-16	3.784947e-09	interaction_490669	interaction_1813
8	122915000	15	56825000	6	1.607709e-17	4.772305e-10	interaction_490853	interaction_1814
8	23225000	15	57335000	5	7.400776e-18	2.594441e-10	interaction_491294	interaction_1815
15	57735000	18	21295000	6	1.66717e-19	1.175297e-11	interaction_491532	interaction_1816
15	57815000	16	11225000	5	2.527628e-16	3.499224e-09	interaction_491553	interaction_1817
4	6375000	15	57925000	5	5.595602e-17	1.215608e-09	interaction_491633	interaction_1818
8	5005000	15	58975000	5	9.974511e-16	9.123329e-09	interaction_492392	interaction_1819
1	55925000	13	92715000	5	2.15129e-16	3.138369e-09	interaction_492544	interaction_1820
7	82265000	15	60105000	5	7.737976e-16	7.646594e-09	interaction_493075	interaction_1821
5	103735000	15	60805000	5	1.036516e-15	9.386125e-09	interaction_493511	interaction_1822
4	170495000	15	61095000	5	7.413074e-16	7.408188e-09	interaction_493741	interaction_1823
8	93855000	15	61105000	5	2.751317e-16	3.717268e-09	interaction_493759	interaction_1824
1	56215000	15	62525000	5	3.696592e-17	8.959489e-10	interaction_494582	interaction_1825
8	18125000	15	62595000	6	3.976421e-19	2.383737e-11	interaction_494918	interaction_1826
15	62605000	18	59735000	5	1.31764e-16	2.225797e-09	interaction_494920	interaction_1827
1	56375000	12	81375000	5	4.120527e-16	4.951839e-09	interaction_495607	interaction_1828
15	63905000	18	28655000	5	7.806267e-16	7.689353e-09	interaction_495754	interaction_1829
1	56395000	13	87265000	5	5.01676e-16	5.644814e-09	interaction_495765	interaction_1830
7	33125000	15	64065000	5	1.910355e-16	2.872707e-09	interaction_495870	interaction_1831
3	57265000	15	64525000	5	8.776603e-18	2.970582e-10	interaction_496131	interaction_1832
3	46855000	15	65505000	5	2.398057e-16	3.38068e-09	interaction_496638	interaction_1833
6	16985000	15	66695000	5	2.459485e-16	3.438374e-09	interaction_497383	interaction_1834
3	171775000	15	66715000	5	1.168372e-16	2.037868e-09	interaction_497409	interaction_1835
15	67055000	16	16995000	5	9.309839e-17	1.740369e-09	interaction_497558	interaction_1836
2	175515000	15	68005000	5	8.937024e-16	8.449315e-09	interaction_498137	interaction_1837
5	28005000	15	68475000	5	1.092342e-16	1.948761e-09	interaction_498444	interaction_1838
1	56855000	6	155385000	5	4.265933e-16	5.059316e-09	interaction_498461	interaction_1839
1	5695000	11	117515000	5	2.742731e-16	3.707841e-09	interaction_498712	interaction_1840
3	79575000	15	70255000	5	2.200706e-16	3.187262e-09	interaction_499544	interaction_1841
1	57045000	10	54065000	6	5.015364e-19	2.900924e-11	interaction_499640	interaction_1842
6	91115000	15	71365000	5	9.334921e-16	8.716453e-09	interaction_500299	interaction_1843
3	89795000	15	72775000	5	2.122538e-16	3.112184e-09	interaction_501281	interaction_1844
15	73335000	17	45275000	5	2.126466e-16	3.11497e-09	interaction_501652	interaction_1845
2	48855000	15	73745000	5	1.053161e-16	1.906422e-09	interaction_501966	interaction_1846
2	160235000	15	74285000	5	2.221461e-16	3.203232e-09	interaction_502358	interaction_1847
3	58005000	15	75205000	6	1.912283e-20	1.855884e-12	interaction_502734	interaction_1848
15	75675000	17	60685000	5	1.127541e-15	9.967131e-09	interaction_502877	interaction_1849
15	76065000	17	15615000	5	5.186156e-16	5.773413e-09	interaction_503049	interaction_1850
1	57635000	10	100415000	5	4.132112e-16	4.958005e-09	interaction_503254	interaction_1851
9	128475000	15	76875000	5	1.882532e-17	5.380223e-10	interaction_503578	interaction_1852
15	77225000	18	23615000	5	9.786156e-16	9.001053e-09	interaction_503801	interaction_1853
15	77995000	17	66335000	6	5.344449e-20	4.4804e-12	interaction_504204	interaction_1854
3	151375000	15	78995000	5	7.497095e-17	1.494849e-09	interaction_504705	interaction_1855
15	79105000	19	21795000	6	9.980358e-22	1.389986e-13	interaction_504756	interaction_1856
4	48345000	15	80205000	7	8.367452e-22	1.19053e-13	interaction_505516	interaction_1857
15	80815000	19	52285000	5	2.436055e-16	3.420055e-09	interaction_505862	interaction_1858
3	104865000	15	81175000	5	4.275962e-16	5.065996e-09	interaction_506089	interaction_1859
8	42285000	15	81465000	5	2.016343e-16	2.988797e-09	interaction_506222	interaction_1860
4	127545000	15	81475000	6	2.666276e-18	1.156283e-10	interaction_506228	interaction_1861
1	58215000	2	163785000	5	9.580389e-16	8.870353e-09	interaction_506704	interaction_1862
2	40595000	15	83695000	5	2.499794e-16	3.477649e-09	interaction_507307	interaction_1863
5	97165000	15	83845000	5	6.791623e-17	1.401466e-09	interaction_507390	interaction_1864
4	107645000	15	83975000	5	2.592931e-16	3.560671e-09	interaction_507500	interaction_1865
6	25665000	15	84475000	5	5.246978e-18	1.979385e-10	interaction_507859	interaction_1866
1	58515000	15	56105000	5	1.271636e-16	2.166344e-09	interaction_508137	interaction_1867
5	20205000	15	87225000	5	5.558625e-18	2.080946e-10	interaction_509359	interaction_1868
2	239115000	15	87565000	5	4.610361e-17	1.04903e-09	interaction_509515	interaction_1869
4	58415000	15	88165000	5	2.191602e-18	9.827902e-11	interaction_509898	interaction_1870
5	19135000	15	88455000	5	8.016285e-17	1.568668e-09	interaction_510077	interaction_1871
15	88665000	22	48285000	6	1.171036e-20	1.207689e-12	interaction_510165	interaction_1872
5	77225000	15	89455000	5	5.750585e-17	1.242253e-09	interaction_510520	interaction_1873
4	96885000	15	90255000	5	7.100107e-16	7.193372e-09	interaction_510940	interaction_1874
15	90815000	22	36425000	6	2.108614e-20	2.025108e-12	interaction_511169	interaction_1875
2	189805000	15	91015000	5	1.884626e-16	2.855061e-09	interaction_511280	interaction_1876
15	91895000	19	31325000	5	8.654991e-18	2.940215e-10	interaction_511742	interaction_1877
6	67595000	15	92085000	5	3.442621e-16	4.352761e-09	interaction_511849	interaction_1878
5	86865000	15	93755000	5	2.197471e-17	6.084729e-10	interaction_512728	interaction_1879
4	189735000	15	93835000	5	7.011781e-16	7.131653e-09	interaction_512763	interaction_1880
1	59405000	4	84215000	6	9.166701e-19	4.802006e-11	interaction_512827	interaction_1881
3	185145000	15	94025000	5	9.30509e-16	8.699171e-09	interaction_512840	interaction_1882
2	82715000	15	94245000	5	9.293335e-16	8.689943e-09	interaction_513003	interaction_1883
5	124845000	15	95945000	5	4.341129e-16	5.114287e-09	interaction_514121	interaction_1884
8	99415000	15	96585000	5	3.19167e-16	4.135274e-09	interaction_514557	interaction_1885
4	35685000	15	96905000	5	1.481051e-16	2.399992e-09	interaction_514769	interaction_1886
8	70595000	15	97035000	5	2.642567e-16	3.607355e-09	interaction_514872	interaction_1887
1	59735000	9	102645000	5	1.893014e-16	2.864945e-09	interaction_515087	interaction_1888
5	11635000	15	97465000	5	3.873508e-17	9.247288e-10	interaction_515210	interaction_1889
15	99165000	21	31355000	5	9.14669e-16	8.581184e-09	interaction_516402	interaction_1890
15	99315000	20	54315000	5	5.775814e-16	6.222475e-09	interaction_516530	interaction_1891
15	99895000	20	13645000	5	9.866015e-19	5.11602e-11	interaction_516922	interaction_1892
1	60615000	10	103465000	5	1.061214e-15	9.536259e-09	interaction_517463	interaction_1893
1	60975000	21	33615000	5	8.82397e-16	8.371618e-09	interaction_517681	interaction_1894
16	10565000	18	25625000	6	1.388573e-16	2.299279e-09	interaction_517965	interaction_1895
5	78915000	16	12525000	5	1.647062e-17	4.860951e-10	interaction_518810	interaction_1896
7	24565000	16	12635000	5	7.157406e-17	1.450329e-09	interaction_518856	interaction_1897
16	13195000	22	26485000	5	9.686775e-16	8.934602e-09	interaction_519143	interaction_1898
5	151935000	16	13235000	5	7.65837e-17	1.519121e-09	interaction_519181	interaction_1899
4	178645000	16	14175000	6	6.972495e-17	1.425391e-09	interaction_519774	interaction_1900
7	51135000	16	14585000	5	1.754513e-16	2.705969e-09	interaction_520012	interaction_1901
1	61505000	8	137525000	5	6.929594e-17	1.419768e-09	interaction_520122	interaction_1902
1	61555000	5	156045000	5	7.009611e-16	7.131653e-09	interaction_520236	interaction_1903
16	15875000	22	43395000	5	7.654873e-16	7.58235e-09	interaction_520435	interaction_1904
9	23385000	16	19405000	5	1.465845e-17	4.472145e-10	interaction_521861	interaction_1905
3	112565000	16	20165000	6	6.518376e-19	3.633508e-11	interaction_522237	interaction_1906
5	128455000	16	20685000	5	1.366302e-16	2.278772e-09	interaction_522474	interaction_1907
8	105105000	16	22225000	5	1.284165e-16	2.184458e-09	interaction_523142	interaction_1908
1	62305000	3	80015000	5	1.435759e-16	2.344568e-09	interaction_523536	interaction_1909
16	23525000	18	65455000	5	6.99637e-16	7.1298e-09	interaction_523814	interaction_1910
8	15035000	16	24625000	5	4.171589e-16	4.986113e-09	interaction_524544	interaction_1911
16	25755000	19	17835000	5	6.436264e-17	1.346826e-09	interaction_525167	interaction_1912
2	74205000	16	26065000	5	5.297226e-16	5.842039e-09	interaction_525334	interaction_1913
4	9855000	16	26825000	5	2.373834e-16	3.352856e-09	interaction_525743	interaction_1914
16	26995000	20	59245000	6	3.19412e-19	1.981776e-11	interaction_525852	interaction_1915
1	63005000	9	13255000	5	2.266758e-16	3.2452e-09	interaction_526737	interaction_1916
1	63015000	6	11615000	5	1.028553e-15	9.330058e-09	interaction_526755	interaction_1917
9	132885000	16	30885000	5	2.897688e-16	3.854907e-09	interaction_526951	interaction_1918
16	31275000	18	62215000	5	2.582484e-16	3.552675e-09	interaction_527054	interaction_1919
16	3375000	17	48785000	5	1.01329e-15	9.231572e-09	interaction_527811	interaction_1920
16	33975000	21	10695000	9	4.678222e-30	2.780083e-21	interaction_527926	interaction_1921
4	76285000	16	33975000	6	1.577422e-18	7.551162e-11	interaction_527968	interaction_1922
3	74095000	16	34695000	5	1.027442e-16	1.87136e-09	interaction_528445	interaction_1923
16	34735000	22	47705000	5	4.550515e-16	5.277348e-09	interaction_528471	interaction_1924
4	170065000	16	3965000	6	1.06586e-17	3.446421e-10	interaction_529227	interaction_1925
8	52295000	16	4195000	5	9.049217e-16	8.522177e-09	interaction_529564	interaction_1926
9	95615000	16	47635000	5	1.82348e-16	2.78439e-09	interaction_530683	interaction_1927
16	48005000	19	42625000	5	5.03387e-16	5.653894e-09	interaction_530904	interaction_1928
2	147795000	16	48065000	5	6.204495e-16	6.541435e-09	interaction_530936	interaction_1929
7	87725000	16	48265000	6	8.968898e-20	6.8795e-12	interaction_531058	interaction_1930
16	4855000	18	71145000	6	7.085179e-21	7.795233e-13	interaction_531164	interaction_1931
4	77735000	16	48755000	5	2.967008e-16	3.925842e-09	interaction_531337	interaction_1932
3	108415000	16	49075000	5	3.696644e-17	8.959489e-10	interaction_531543	interaction_1933
8	75505000	16	49085000	5	7.814068e-17	1.541908e-09	interaction_531554	interaction_1934
6	86285000	16	51505000	5	1.296832e-16	2.201682e-09	interaction_532873	interaction_1935
6	50525000	16	51635000	5	8.112411e-16	7.889762e-09	interaction_532987	interaction_1936
7	69755000	16	51775000	6	4.08336e-19	2.43203e-11	interaction_533076	interaction_1937
8	125465000	16	52115000	6	1.877783e-18	8.726217e-11	interaction_533345	interaction_1938
1	65275000	12	96465000	6	1.374491e-17	4.238311e-10	interaction_533737	interaction_1939
16	53275000	17	66915000	6	1.784262e-19	1.246255e-11	interaction_534188	interaction_1940
9	2285000	16	53365000	5	2.118731e-17	5.901603e-10	interaction_534262	interaction_1941
1	65465000	2	151825000	5	3.514551e-16	4.409841e-09	interaction_535177	interaction_1942
2	167195000	16	54765000	5	2.703005e-16	3.664883e-09	interaction_535298	interaction_1943
6	110425000	16	55455000	5	5.87523e-16	6.295739e-09	interaction_535764	interaction_1944
5	163515000	16	56005000	5	7.548825e-16	7.50634e-09	interaction_536017	interaction_1945
16	56185000	22	35165000	5	7.099891e-16	7.193372e-09	interaction_536160	interaction_1946
5	9865000	16	56225000	5	1.175859e-16	2.049377e-09	interaction_536215	interaction_1947
9	71055000	16	56225000	5	4.923843e-16	5.576164e-09	interaction_536217	interaction_1948
6	109605000	16	56755000	5	1.532807e-16	2.452624e-09	interaction_536536	interaction_1949
16	59005000	21	37095000	5	4.678911e-16	5.383305e-09	interaction_537626	interaction_1950
2	170245000	16	59115000	6	3.031512e-16	3.978079e-09	interaction_537723	interaction_1951
5	158185000	16	59725000	5	5.497338e-16	6.003843e-09	interaction_538208	interaction_1952
5	179415000	16	6065000	5	4.834824e-16	5.504592e-09	interaction_538799	interaction_1953
8	40665000	16	60665000	5	7.699743e-17	1.524704e-09	interaction_538856	interaction_1954
16	61215000	21	41095000	5	7.193991e-16	7.259536e-09	interaction_539236	interaction_1955
6	19385000	16	61865000	5	1.165371e-16	2.035716e-09	interaction_539772	interaction_1956
3	79795000	16	61975000	5	4.810155e-16	5.491365e-09	interaction_539841	interaction_1957
3	37455000	16	62025000	5	4.008762e-16	4.851673e-09	interaction_539884	interaction_1958
3	169115000	16	62315000	6	4.360518e-17	1.008104e-09	interaction_540089	interaction_1959
9	9055000	16	62395000	5	4.923839e-16	5.576164e-09	interaction_540132	interaction_1960
6	93395000	16	62625000	5	2.614239e-17	6.944613e-10	interaction_540331	interaction_1961
3	82305000	16	62685000	5	9.463971e-17	1.759404e-09	interaction_540351	interaction_1962
16	63445000	22	48315000	6	4.396676e-19	2.598496e-11	interaction_540921	interaction_1963
16	6365000	21	41235000	5	4.244987e-17	9.888328e-10	interaction_541021	interaction_1964
4	42665000	16	63785000	5	1.844002e-16	2.810143e-09	interaction_541128	interaction_1965
1	66395000	15	43485000	7	4.237687e-22	6.667354e-14	interaction_541225	interaction_1966
16	6525000	21	20315000	6	3.231137e-17	8.108462e-10	interaction_542327	interaction_1967
1	66555000	14	28545000	6	5.942798e-21	6.68189e-13	interaction_542565	interaction_1968
4	165375000	16	65885000	5	2.89751e-16	3.854907e-09	interaction_542848	interaction_1969
16	6615000	19	6575000	5	6.213652e-16	6.542796e-09	interaction_543018	interaction_1970
2	44925000	16	66575000	5	3.771878e-17	9.0657e-10	interaction_543265	interaction_1971
9	115085000	16	66705000	5	3.60024e-16	4.481981e-09	interaction_543341	interaction_1972
3	47395000	16	67405000	5	1.297668e-16	2.201742e-09	interaction_543679	interaction_1973
2	240605000	16	6755000	5	1.078979e-15	9.658243e-09	interaction_543742	interaction_1974
4	11235000	16	6775000	5	6.821565e-17	1.4059e-09	interaction_543860	interaction_1975
1	66805000	3	125335000	5	7.519498e-17	1.497692e-09	interaction_543991	interaction_1976
16	68025000	18	37125000	5	9.660973e-17	1.783368e-09	interaction_544009	interaction_1977
16	68405000	20	51175000	5	4.030438e-16	4.870488e-09	interaction_544174	interaction_1978
7	147575000	16	68845000	5	1.842747e-16	2.809993e-09	interaction_544427	interaction_1979
2	57855000	16	69135000	6	9.126642e-20	6.919898e-12	interaction_544603	interaction_1980
16	69215000	19	16555000	5	1.662701e-16	2.600033e-09	interaction_544675	interaction_1981
8	98375000	16	69445000	5	1.359254e-16	2.2736e-09	interaction_544784	interaction_1982
7	98735000	16	70575000	5	2.581283e-17	6.875133e-10	interaction_545189	interaction_1983
2	188505000	16	71365000	5	5.011116e-16	5.641217e-09	interaction_545505	interaction_1984
1	67225000	5	131325000	6	2.355959e-17	6.411307e-10	interaction_546039	interaction_1985
16	72455000	18	43445000	5	8.37409e-16	8.06741e-09	interaction_546242	interaction_1986
8	128265000	16	72455000	5	5.006726e-17	1.117702e-09	interaction_546245	interaction_1987
6	11845000	16	7255000	5	2.216363e-16	3.199884e-09	interaction_546308	interaction_1988
7	68195000	16	7295000	5	9.043631e-18	3.036439e-10	interaction_546637	interaction_1989
5	128735000	16	73405000	5	6.136661e-17	1.301861e-09	interaction_546919	interaction_1990
9	77945000	16	73415000	5	4.941522e-16	5.590174e-09	interaction_546935	interaction_1991
16	7365000	18	7255000	5	2.687191e-17	7.094905e-10	interaction_547058	interaction_1992
5	127605000	16	73645000	5	6.894429e-16	7.047158e-09	interaction_547101	interaction_1993
16	74075000	17	34005000	5	7.625768e-16	7.566528e-09	interaction_547394	interaction_1994
8	36515000	16	75945000	6	4.083238e-20	3.565029e-12	interaction_548478	interaction_1995
5	179985000	16	76005000	5	5.739883e-16	6.190999e-09	interaction_548513	interaction_1996
2	34985000	16	76205000	5	3.87315e-16	4.724759e-09	interaction_548644	interaction_1997
6	295000	16	7665000	7	6.062111e-21	6.799459e-13	interaction_548940	interaction_1998
8	13335000	16	76615000	6	1.628646e-17	4.81894e-10	interaction_548952	interaction_1999
8	14005000	16	76625000	5	6.895695e-18	2.4585e-10	interaction_548964	interaction_2000
5	42805000	16	76725000	5	8.592437e-16	8.224739e-09	interaction_549040	interaction_2001
1	67745000	14	106575000	5	9.099075e-16	8.553405e-09	interaction_549535	interaction_2002
7	111065000	16	77425000	5	2.01262e-18	9.20436e-11	interaction_549558	interaction_2003
16	78195000	18	43845000	5	1.36831e-16	2.280471e-09	interaction_550023	interaction_2004
1	67855000	11	37575000	5	1.114031e-15	9.868528e-09	interaction_550235	interaction_2005
16	78905000	22	26985000	5	2.108884e-16	3.09579e-09	interaction_550534	interaction_2006
8	123845000	16	79555000	5	4.449611e-16	5.200887e-09	interaction_550962	interaction_2007
16	7985000	17	10155000	6	2.009156e-19	1.368098e-11	interaction_551106	interaction_2008
6	94835000	16	80075000	5	7.61973e-16	7.562164e-09	interaction_551323	interaction_2009
5	1775000	16	80505000	5	1.900012e-16	2.872707e-09	interaction_551616	interaction_2010
5	61565000	16	80815000	6	3.171506e-18	1.335192e-10	interaction_551804	interaction_2011
1	68095000	7	119715000	8	2.767512e-25	7.685529e-17	interaction_551902	interaction_2012
16	81575000	18	67745000	5	1.873352e-17	5.367754e-10	interaction_552239	interaction_2013
7	14325000	16	82365000	5	3.616308e-17	8.803172e-10	interaction_552718	interaction_2014
2	118995000	16	82495000	6	9.266934e-18	3.087752e-10	interaction_552851	interaction_2015
2	97295000	16	83015000	5	3.40407e-16	4.321865e-09	interaction_553302	interaction_2016
5	36125000	16	83175000	5	1.110705e-16	1.97388e-09	interaction_553465	interaction_2017
16	84025000	22	25775000	5	5.897121e-17	1.266194e-09	interaction_554137	interaction_2018
16	84405000	18	74505000	5	8.860214e-16	8.393911e-09	interaction_554299	interaction_2019
4	169185000	16	84655000	5	3.246007e-17	8.132496e-10	interaction_554456	interaction_2020
2	141025000	16	85885000	6	3.453358e-19	2.128297e-11	interaction_554992	interaction_2021
9	118405000	16	86235000	5	2.335235e-16	3.310338e-09	interaction_555184	interaction_2022
1	68685000	11	95875000	6	1.352766e-17	4.188971e-10	interaction_555486	interaction_2023
7	123305000	16	86895000	5	1.036405e-16	1.883964e-09	interaction_555542	interaction_2024
16	87195000	21	42305000	5	3.121405e-16	4.063651e-09	interaction_555674	interaction_2025
2	69035000	16	87585000	5	3.9576e-16	4.804891e-09	interaction_555831	interaction_2026
7	140825000	16	87735000	5	3.526883e-17	8.620682e-10	interaction_555872	interaction_2027
1	6885000	14	55605000	5	6.26447e-16	6.584275e-09	interaction_555926	interaction_2028
5	30875000	16	88535000	5	1.061481e-16	1.914449e-09	interaction_556059	interaction_2029
1	68905000	4	83035000	5	3.303429e-17	8.222735e-10	interaction_556176	interaction_2030
4	81085000	16	89095000	5	1.925454e-16	2.89126e-09	interaction_556199	interaction_2031
2	193885000	16	89545000	5	1.296678e-16	2.201682e-09	interaction_556385	interaction_2032
16	9435000	19	33085000	5	7.194599e-16	7.259536e-09	interaction_557078	interaction_2033
1	69575000	20	775000	5	1.326684e-16	2.235341e-09	interaction_557264	interaction_2034
16	9875000	19	29135000	5	5.312764e-16	5.854011e-09	interaction_557691	interaction_2035
1	70335000	3	79475000	5	6.370474e-16	6.657742e-09	interaction_558115	interaction_2036
1	70345000	4	98675000	6	5.841278e-17	1.255959e-09	interaction_558128	interaction_2037
17	10415000	22	26715000	5	1.178153e-16	2.052599e-09	interaction_558880	interaction_2038
17	10835000	18	13455000	5	8.799037e-17	1.672941e-09	interaction_559019	interaction_2039
4	21025000	17	11405000	5	1.96048e-16	2.927643e-09	interaction_559413	interaction_2040
17	13415000	22	31095000	5	4.550857e-16	5.277348e-09	interaction_560792	interaction_2041
5	94595000	17	13605000	7	4.630972e-21	5.404646e-13	interaction_560945	interaction_2042
9	18795000	17	13605000	6	4.27376e-18	1.683866e-10	interaction_560948	interaction_2043
17	13755000	18	36815000	5	4.28526e-16	5.070497e-09	interaction_561059	interaction_2044
6	39955000	17	13755000	6	3.053674e-18	1.293856e-10	interaction_561069	interaction_2045
5	154425000	17	1455000	5	2.086859e-16	3.068653e-09	interaction_561647	interaction_2046
1	7155000	14	59035000	5	2.26725e-16	3.2452e-09	interaction_562037	interaction_2047
4	132335000	17	1565000	5	3.152231e-17	7.953747e-10	interaction_562349	interaction_2048
1	71575000	17	70255000	5	4.45833e-16	5.206249e-09	interaction_562377	interaction_2049
9	114705000	17	17845000	5	1.076686e-15	9.647082e-09	interaction_563303	interaction_2050
6	17235000	17	18575000	5	4.235048e-16	5.034343e-09	interaction_563519	interaction_2051
9	82255000	17	18815000	5	4.971665e-16	5.618759e-09	interaction_563607	interaction_2052
9	17205000	17	19485000	5	4.406227e-16	5.167209e-09	interaction_563831	interaction_2053
4	33855000	17	20785000	5	1.164423e-16	2.035226e-09	interaction_564403	interaction_2054
7	57625000	17	20785000	7	6.449063e-23	1.193959e-14	interaction_564406	interaction_2055
1	72245000	4	166315000	5	4.878039e-17	1.098013e-09	interaction_565158	interaction_2056
1	72435000	3	7265000	5	1.050809e-15	9.472294e-09	interaction_565393	interaction_2057
